seller_id,seller_zip_code_prefix,seller_city,seller_state
cfb1a033743668a192316f3c6d1d2671,18110,votorantim,SP
d05ae8f7a5bd1d2a690a44cd079e4e27,22775,rio de janeiro,RJ
d12c926d74ceff0a90a21184466ce161,2634,sao paulo,SP
d13e50eaa47b4cbe9eb81465865d8cfc,9210,santo andre,SP
d1b65fc7debc3361ea86b5f14c68d2e2,13844,mogi guacu,SP
d1c281d3ae149232351cd8c8cc885f0d,14940,ibitinga,SP
d23019c84ffae2d5ef2270367b8605fc,86073,londrina,PR
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP
d25aa0aaacb370e912f8cf6efeba38b3,89108,massaranduba,SC
d263fa444c1504a75cbca5cc465f592a,13478,americana,SP
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF
d379f449f2a3b271bc01c0782020f705,35500,divinopolis,MG
d50d79cb34e38265a8649c383dcffd48,8290,sao paulo,SP
d51e0a403fe2e689ece6c73359d96e12,17580,pompeia,SP
d566c37fa119d5e66c4e9052e83ee4ea,4131,sao paulo,SP
d5ba419e26d246a0719437cf37d9b46d,3437,sao paulo,SP
d66c11a9572221d92fbb8c4897db5f9b,20770,rio de janeiro,RJ
d8c7ba53e7e38711eaef8c2849d6d2e1,87120,floresta,PR
d91fb3b7d041e83b64a00a3edfb37e4f,11704,praia grande,SP
d93919c944be9cff128f6c9cb899eacb,13375,mombuca,SP
d94a40fd42351c259927028d163af842,37443,baependi,MG
d97df38225e5abadaff1e72cb72b823c,9560,sao caetano do sul,SP
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP
db2956745b3a8e9f3785c99f34b5d25e,11600,sao sebastiao,SP
db4350fd57ae30082dec7acbaacc17f9,3126,sao paulo,SP
dbc22125167c298ef99da25668e1011f,37564,borda da mata,MG
dbdd0ec73a4817971d962698f2fea022,60710,fortaleza,CE
dc4a0fc896dc34b0d5bfec8438291c80,14940,ibitinga,SP
dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG
dd7ddc04e1b6c2c614352b383efe2d36,3471,sao paulo,SP
de23c3b98a88888289c6f5cc1209054a,5530,sao paulo,SP
de722cd6dad950a92b7d4f82673f8833,51250,recife,PE
dee656f0f566ed1aa85bd137c943f08f,12701,cruzeiro,SP
df560393f3a51e74553ab94004ba5c87,87900,loanda,PR
dfa0c4c6229ab200a4a1336b4d7128ff,88085,florianopolis,SC
dfc475d54e1b6dbeeb7d7d9bdaa63827,81460,curitiba,PR
dfc5fb7259bb2b599ca565e6e9448f0f,9780,sao bernardo do campo,SP
e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,SP
e06f09ec0a4aca210779cf1cfc63cf19,4773,sao paulo,SP
e0a366315b1b726b6c7832d664c0f530,2258,sao paulo,SP
e24fc9fcd865784fb25705606fe3dfe7,12913,braganca paulista,SP
e26901d5ab434ce92fd9b5c256820a4e,9350,maua,SP
e2aee0892199b1d92530e371abd825bf,86600,rolandia,PR
e333046ce6517bd8bb510291d44f0130,18950,ipaussu,SP
e59aa562b9f8076dd550fcddf0e73491,82810,curitiba,PR
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
e601b04acf48b4576e73ddca9481f0dc,4476,sao paulo,SP
e627629ba868740e287800f1a9be81c2,1421,sao paulo,SP
e62b2d6ac10570a035a30bafcf01d263,5767,sao paulo,SP
e63e8bfa530fb16910dd6956e592bb81,7160,guarulhos,SP
e882b2a25a10b9c057cc49695f222c19,25963,teresopolis,RJ
e89c4adbe7b1d0819dbb636e16461cf1,13347,indaiatuba,SP
e8b3a3a38279a82f0e5d006d5e5b7d2c,87230,jussara,PR
e8b4225284fbb02d16f200513f1f395d,14960,novo horizonte,SP
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
e9d99831abad74458942f21e16f33f92,3542,sao paulo,SP
ea566164622c6b439516ab18062c42cd,5303,sao  paulo,SP
ea8482cd71df3c1969d7b9473ff13abc,4160,sao paulo,SP
eb3071b9f0b0ddaa2df5ea130f09f26b,4281,sao paulo,SP
ebd2d60905fb58271facef5596b620d3,18683,lencois paulista,SP
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP
ec933281fb017b5020d06df29c3f77e8,3820,sao paulo,SP
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP
eeb6de78f79159600292e314a77cbd18,88501,lages,SC
ef0ace09169ac090589d85746e3e036f,24451,sao goncalo,RJ
efcd8d2104f1a05d028af7bad20d974b,16012,aracatuba,SP
f0b47fbbc6dee9aafe415a6e33051b3f,9360,maua,SP
f0ec78809fe0bc3edb11c9fe5b97b059,4291,sao paulo,SP
f19516b9ff26bfeb091b30108db4ddbd,13160,artur nogueira,SP
f262cbc1c910c83959f849465454ddd3,3564,sao paulo,SP
f27e33c6d29b5138fa9967bcd445b6d5,4273,sao paulo,SP
f3055483058c84d75ca2a3314fb4deef,40368,salvador,BA
f3c38ab652836d21de61fb8314b69182,1206,sao paulo,SP
f3da5b2ff499efb8d4a6d371d175d7dd,2407,sao paulo,SP
f41ce2e25237f9092cd8e6e7516c7a2f,7013,guarulhos,SP
f45122a9ab94eb4f3f8953578bc0c560,13419,piracicaba,SP
f457c46070d02cadd8a68551231220dd,87047,maringa,PR
f46490624488d3ff7ce78613913a7711,7194,guarulhos,SP
f4aba7c0bca51484c30ab7bdc34bcdd1,1031,sao paulo,SP
f4db9b37944bcb8873e6b456ee190bbf,8599,itaquaquecetuba,SP
f5a590cf36251cf1162ea35bef76fe84,9720,sao bernardo do campo,SP
f5f1f2c5f923f36ad79ea1d07185ddc9,19820,taruma,SP
f615fe7efbef0f4f08fd3086bc7a3e60,12940,atibaia,SP
f626e15b7314c267e4429010866f70e9,85960,marechal candido rondon,SP
f62d7bb4a613ec758a03342d46b580b2,36570,vicosa,MG
f7720c4fa8e3aba4546301ab80ea1f1b,81350,curitiba,PR
f789d2c4f2c2eb38fc4373e7a4b35264,36010,juiz de fora,MG
f7ba60f8c3f99e7ee4042fdef03b70c4,9628,sao bernardo do campo,SP
f80edd2c5aaa505cc4b0a3b219abf4b8,3431,sao paulo,SP
f84a00e60c73a49e7e851c9bdca3a5bb,20756,rio de janeiro,RJ
f8db351d8c4c4c22c6835c19a46f01b0,13324,salto,SP
f97e2b0650c2068227e1d366140eb62f,13830,santo antonio de posse,SP
fa1a9dec3a9940c072684a46728bf1fc,88820,icara,SC
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP
fad44952713764836814be105382aee5,21340,rio de janeiro,RJ
fc906263ca5083d09dce42fe02247800,31030,belo horizonte,MG
fc99f99385ae90f66f01733856fb88c9,18550,boituva,SP
fcb5ace8bcc92f75707dc0f01a27d269,7032,guarulhos,SP
fdb9095204a334cd8872252ffec6f2db,3331,sao paulo,SP
fde0cc9ea29c8ccfc0a2c22256a58c71,81650,curitiba,PR
fe2032dab1a61af8794248c8196565c9,13030,campinas,SP
fe49ee029e61e789a1f3a5525f57ba8d,6018,osasco,SP
fe701d88b67eaca109dffd464d1be9f9,24900,marica,RJ
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP
ffeee66ac5d5a62fe688b9d26f83f534,15130,mirassol,SP
